id,city,country_code,lat,temp,humidity,windspeed,cloudiness
3354071,oranjemund,NA,-28.55,59.79,89,2.95,8
8010689,ribeira grande,PT,37.8,69.8,94,4.7,40
2419992,kankan,GN,10.39,79.63,23,9.1,0
2027044,batagay,RU,67.63,-0.65,76,6.64,64
7909807,south sudan,SS,4.84,72.07,89,4.18,48
5972291,havre-saint-pierre,CA,50.23,48.2,93,5.82,90
1686123,siocon,PH,7.71,74.14,93,3.4,32
735348,makrygialos,GR,40.42,50.0,61,3.36,0
5342707,desert hills trailer park,US,33.78,85.08,16,8.05,1
6453316,tromsø,NO,69.65,32.0,100,3.36,75
3463939,espinosa,BR,-14.93,83.91,44,3.06,36
1054500,tsiombe,MG,-25.3,67.08,60,13.8,36
1649147,propinsi bengkulu,ID,-3.8,78.28,100,5.19,24
1011918,danielskuil,ZA,-28.19,61.27,56,12.46,20
3373790,holetown,BB,13.19,84.2,74,14.99,20
4841125,preston city,US,41.53,64.4,88,9.17,90
1504382,kargasok,RU,59.06,26.04,75,8.21,80
779622,havoysund,NO,71.0,34.81,80,12.75,75
6095246,otway,CA,52.37,36.25,54,13.8,44
3146487,maloy,NO,61.94,37.78,60,19.46,75
2122783,nogliki,RU,51.83,31.12,100,17.38,0
2960970,westport,IE,53.8,44.6,87,4.7,20
5924351,clyde river,CA,70.47,15.8,85,20.8,90
1486321,yar-sale,RU,66.83,17.98,96,3.96,88
3514663,alvaro obregon,MX,19.37,72.21,31,4.7,75
934649,cap malheureux,MU,-19.98,73.4,94,2.24,75
3930376,rímac,PE,-12.05,63.48,88,2.62,44
5563839,fortuna,US,40.6,53.6,100,6.93,90
585187,sabirabad,AZ,40.01,51.01,84,2.39,0
3669332,san martin,CO,3.7,86.0,55,4.7,20
6165406,thompson,CA,55.74,26.6,79,18.34,90
779933,gamvik,NO,71.04,35.6,74,21.92,75
3430596,monte castro,AR,-34.62,75.65,78,12.75,75
2126123,chokurdakh,RU,70.63,-17.62,52,4.18,24
4791271,city of virginia beach,US,36.74,63.14,88,6.93,90
3521305,polanco,MX,19.42,72.21,31,4.7,75
3416888,grindavik,IS,63.84,46.4,93,19.46,75
5962442,goderich,CA,43.75,46.69,86,6.87,68
1282256,hithadhoo,MV,-0.6,81.61,100,4.41,0
